UnitCode,UnitName,Faculty
MIC3022,Molecular virology and viral pathogenesis,sci
MIC3032,Pathogenesis of bacterial infectious diseases,sci
MIC3041,Medical microbiology,sci
MIC3990,Action in microbiology research project,sci
MID1000,Introduction to Midwifery,med
MID1002,Making practice connections,med
MID1003,The childbearing journey,med
MID2000,Foundations for midwifery practice,med
MID2010,Working with birthing women,med
MID2110,Complementary therapies: An evidence based approach,med
MID3000,Theory and practice of complex midwifery,med
MID3103,Childbearing obstacles,med
MID3104,Navigating childbearing challenges,med
MID3105,Women's health: Women's business,med
MID3110,Professional midwifery practice,med
MID3201,Midwifery practice elective,med
MID3202,Supporting the newborn infant,med
MID4001,Preparation for practice (midwifery),med
MID5001,Woman midwife partnerships and normal childbearing,med
MID5002,Woman midwife partnerships and complex childbearing,med
MID5003,Midwifery and maternity in context,med
MID5004,Becoming a midwife,med
MID5005,Advancing midwifery practice,med
MID5006,Public and primary health care in midwifery,med
MID5007,Contextual and professional issues in midwifery,med
MIMR5001,Master of biomedical science (Part 1): Monash Institute of Medical Research PT,med
MIS4100,Regenerative medicine research project,sci
MIS4200,Advanced studies in regenerative medicine,sci
MKB1200,Principles of marketing,buseco
MKB2402,Consumer behaviour,buseco
MKB2420,Marketing research methods,buseco
MKB2500,Retail management principles,buseco
MKB2521,Brand management,buseco
MKB2600,Tourism marketing,buseco
MKB3301,Services Marketing,buseco
MKB3461,Marketing communication,buseco
MKB3531,International marketing,buseco
MKB3881,Digital marketing,buseco
MKC1200,Principles of marketing,buseco
MKC2110,Buyer behaviour in marketing,buseco
MKC2130,Marketing decision analysis,buseco
MKC2500,Marketing research analysis,buseco
MKC2610,Strategic retailing in the global market,buseco
MKC3110,Market analysis and strategy development,buseco
MKC3130,Strategic issues in marketing,buseco
MKC3140,Marketing strategy implementation,buseco
MKC3220,International marketing,buseco
MKC3300,Marketing law,buseco
MKC3460,Integrated marketing communication,buseco
MKC3500,Survey data analysis,buseco
MKF1120,Marketing theory and practice,buseco
MKF2111,Buyer behaviour,buseco
MKF2121,Marketing research methods,buseco
MKF2131,Marketing decision analysis,buseco
MKF2401,Marketing issues in packaging design,buseco
MKF2521,Brand management,buseco
MKF2540,Retail management principles,buseco
MKF2801,Marketing insights,buseco
MKF3001,Special studies unit,buseco
MKF3121,Marketing planning and implementation,buseco
MKF3131,Strategic marketing,buseco
MKF3141,Issues in competitive advantage,buseco
MKF3151,Marketing planning and strategy,buseco
MKF3301,Services marketing,buseco
MKF3461,Marketing communication,buseco
MKF3471,Sales management and negotiation,buseco
MKF3500,Survey data analysis,buseco
MKF3531,International marketing,buseco
MKF3621,Advertising management and campaigns,buseco
MKF3710,Specialised applications in marketing,buseco
MKF3881,Digital marketing,buseco
MKF5150,Major project,buseco
MKF5200,Assessing marketing performance,buseco
MKF5231,Strategic brand management,buseco
MKF5241,Sport marketing and sponsorship,buseco
MKF5251,Case studies in marketing strategy,buseco
MKF5280,Sustainable marketing,buseco
MKF5301,Minor thesis,buseco
MKF5351,Marketing strategy masterclass,buseco
MKF5371,Business to business marketing,buseco
MKF5391,Sales management,buseco
MKF5403,Advanced business research methods,buseco
MKF5461,Contemporary issues in marketing,buseco
MKF5463,Advanced buyer behaviour,buseco
MKF5500,Survey data analysis,buseco
MKF5505,Marketing for healthcare managers,buseco
MKF5561,E-marketing,buseco
MKF5601,Social media marketing,buseco
MKF5630,Services marketing,buseco
MKF5641,Advanced marketing communication,buseco
MKF5660,Relationship marketing,buseco
MKF5741,Marketing performance and decision analysis,buseco
MKF5760,Marketing leadership in society,buseco
MKF5761,Managing supply networks,buseco
MKF5801,Customer focused innovation,buseco
MKF5911,Theory and process of buyer behaviour,buseco
MKF5912,Marketing research,buseco
MKF5916,Foundations of marketing,buseco
MKF5917,Understanding marketing and consumers,buseco
MKF5926,Integrated marketing communication,buseco
MKF5970,Direct marketing,buseco
MKF5979,Marketing financial services,buseco
MKF5981,Retailing,buseco
MKG2402,Consumer behaviour,buseco
MKG2420,Marketing research methods,buseco
MKG2460,Integrated marketing communication,buseco
MKG3121,Marketing planning and implementation,buseco
MKG3440,Marketing strategy,buseco
MKG3442,Sales management,buseco
MKG3444,International marketing,buseco
MKM5211,Applied business project,buseco
MKM5955,Marketing and the international consumer,buseco
MKP1120,Marketing theory and practice,buseco
MKP2600,Tourism marketing,buseco
MKP2701,Consumer psychology,buseco
MKP2702,Stakeholder marketing communication,buseco
MKP2720,Research methods and analysis,buseco
MKP3200,Sports marketing and sponsorship,buseco
MKP3800,Social marketing,buseco
MKS1120,Marketing theory and practice,buseco
MKS2402,Consumer behaviour,buseco
MKS2420,Marketing research methods,buseco
MKS2431,Business marketing,buseco
MKS2460,Integrated marketing communication,buseco
MKS3121,Marketing planning and implementation,buseco
MKS3440,Marketing strategy,buseco
MKS3444,International marketing,buseco
MKS3631,Marketing internship,buseco
MKS3881,Electronic marketing,buseco
MKS5955,Marketing and the international consumer,buseco
MKW1120,Marketing theory and practice,buseco
MKW1300,Introduction to social commerce,buseco
MKW1601,Introduction to e-business,buseco
MKW2402,Consumer behaviour,buseco
MKW2420,Marketing research methods,buseco
MKW2431,Business marketing,buseco
MKW2460,Integrated marketing communication,buseco
MKW3121,Marketing planning and implementation,buseco
MKW3301,Services marketing,buseco
MKW3440,Marketing strategy,buseco
MKW3444,International marketing,buseco
MKW3510,Islamic marketing,buseco
MKW3610,Marketing strategy and implementation,buseco
MKW3701,Neuroscience of decision-making: An introduction,buseco
MKW3841,E-business performance measurement,buseco
MKW3881,Electronic marketing,buseco
MKX1500,Retail management principles,buseco
MKX2531,Not for profit marketing,buseco
MKX3002,Enhanced research skills,buseco
MKX3200,Sport marketing and sponsorship,buseco
MKX3481,Marketing channels,buseco
MKX3521,Global study programs in marketing,buseco
MKX3631,Marketing internship,buseco
MKX4050,Marketing theory,buseco
MKX4060,Marketing research practice,buseco
MKX4070,Qualitative research methods,buseco
MKX4080,Advanced business research methods,buseco
MKX4461,Contemporary issues in marketing,buseco
MKX4900,Honours research thesis,buseco
MKX5123,Entrepreneurial innovation,buseco
MKX5260,International marketing,buseco
MKX5521,Global study programs in marketing,buseco
MKX5931,International dimensions of electronic business,buseco
MKX5955,Marketing and the international consumer,buseco
MKZ5955,Marketing and the international consumer,buseco
MMD1302,Multimedia & digital arts studio A,ada
MMD2303,Multimedia and digital arts studio B,ada
MMD2304,Multimedia and digital arts studio C,ada
MMD2306,Graphic user interface design,ada
MMD3305,Multimedia studio 5A,ada
MMD3306,Multimedia studio 6A,ada
MMD3307,Digital arts studio 5A,ada
MMD3308,Digital arts studio 6A,ada
MMD3713,Game design,ada
MMD4001,Multimedia design studio 1,ada
MMD4107,Major Project (Multimedia & Digital Arts) Part 1,ada
MMD4108,Major Project (Multimedia & Digital Arts) Part 2,ada
MMD5002,Multimedia design studio 2,ada
MMD5003,Multimedia Design Studio 3,ada
MMT5002,Medicine minor thesis extension unit,med
MMT5004,Medicine minor thesis extension unit,med
MNE1010,Natural resources engineering,eng
MNE2010,Fixed plant engineering,eng
MNE2030,"Project, risk and safety management",eng
MNE3010,Rock mechanics,eng
MNE3020,Resource estimation,eng
MNE3030,Ventilation,eng
MNE3040,Surface mining systems,eng
MNE3050,Underground mining,eng
MNE3060,Blasting and fragmentation,eng
MNE4010,Mine planning and scheduling,eng
MNE4020,Design and feasibility project,eng
MNE4030,Mine management and economics,eng
MNE4040,Mineral processing,eng
MNE4070,Research project 3,eng
MNE4120,"Instrumentation, automation and asset management",eng
MON2005,Law in professional contexts,law
MON2222,Sustainability: learning and living it,buseco
MPA5001,Work-based research project,buseco
MPA5902,Designing public policies and programs,buseco
MPH5020,Introduction to epidemiology and biostatistics,med
MPH5040,Introductory epidemiology,med
MPH5041,Introductory biostatistics,med
MPH5042,Climate change and public health,med
MPH5200,Regression methods for epidemiology,med
MPH5202,Clinical epidemiology,med
MPH5203,Environmental influences on health,med
MPH5207,Chronic disease: Epidemiology and prevention,med
MPH5213,Research methods,med
MPH5218,Infectious diseases: Epidemiology and prevention,med
MPH5222,Assessment and control of workplace hazards,med
MPH5231,Research design and project proposal,med
MPH5232,"Research conduct, analysis, write-up and submission",med
MPH5236,Clinical trials,med
MPH5237,Clinical measurement,med
MPH5239,Systematic reviews and meta-analysis,med
MPH5241,Introduction to occupational health and safety,med
MPH5242,Psychosocial work environment,med
MPH5243,Chemical and biological hazards,med
MPH5244,Ergonomic and physical hazards,med
MPH5248,Primary health care and global health,med
MPH5249,Field methods for global health planning and evaluation,med
MPH5250,Women's and children's health: A global perspective,med
MPH5251,Infectious diseases and global health,med
MPH5253,Public health in refugee settings,med
MPH5254,Nutrition in developing countries,med
MPH5255,Health and human rights,med
MPH5256,Injury epidemiology and prevention,med
MPH5260,Health policy and prevention in a global world,med
MPH5265,Law for health systems,med
MPH5266,Clinical leadership and management,med
MPH5267,Principles of health care quality improvement,med
MPH5268,Financial issues in health care management,med
MPH5269,Foundations of health policy,med
MPH5270,Advanced statistical methods for clinical research,med
MPH5272,Reform and development of health services,med
MPH5273,Case study in health services management,med
MPH5276,Safety management systems,med
MPH5277,Practical data management,med
MPH5282,Health communications and training,med
MPH5283,"Ethics, good research practice and practical research methods",med
MPH5285,Human factors for patient safety,med
MPH5286,Applying and practicing the principles of patient safety and quality improvement,med
MPH5287,Alcohol and other drugs in society: A national and global perspective,med
MPH5301,Health systems and policy,med
MPH5302,Biostatistics: Concepts and applications,med
MPH5303,Epidemiology of infectious diseases,med
MPH5304,Leading and managing in public health and health care,med
MPH5305,Epidemiology: Concepts and applications,med
MPH5306,Evaluation in public health,med
MPH5307,Introduction to health law principles,med
MPH5308,Developing health systems,med
MPH5309,Occupational health and safety,med
MPH5310,Introduction to environmental health,med
MPH5311,Safety and quality in health care,med
MPH5312,Advances in managing patient care processes,med
MPH5313,Challenges in public health,med
MPH5314,Epidemiology of chronic disease,med
MPH6040,Introductory epidemiology,med
MPH6041,Introductory biostatistics,med
MRE5001,Terotechnology and life cycle costs,eng
MRE5002,Maintenance management,eng
MRE5003,Industrial techniques in maintenance management,eng
MRE5004,Asset management techniques,eng
MRE5005,Quantitative techniques for asset management,eng
MRE5006,Machine condition monitoring and fault diagnosis,eng
MRE5007,Risk engineering,eng
MRE5008,Maintenance and reliability engineering project,eng
MRE5101,Basic quantitative skills for reliability engineering,eng
MRE5102,Understanding reliability,eng
MRE5103,Advanced reliability,eng
MRE5104,Reliability applications,eng
MRS0001,Coursework core lectures,med
MRS0002,Coursework semester 1 stream 1 lectures,med
MRS0003,Coursework semester 1 stream 2 lectures,med
MRS0004,Coursework semester 2 stream 1 lectures,med
MRS0005,Coursework semester 2 stream 2 lectures,med
MSC4100,Materials science project,sci
MSC4110,Materials science project part time I,sci
MSC4120,Materials science project part time II,sci
MSC4200,Advanced materials science,sci
MSC4210,Materials applications part time I,sci
MSC4220,Materials applications part time II,sci
MSM5100,Research Project - Master of Biomedical Science MUM,med
MSM5101,Research Project - Master of Biomedical Science MUM (PART-TIME),med
MSM5200,Advanced Studies in Biomedical Sciences MUM,med
MSM5201,Advanced Studies in Biomedical Sciences MUM (PART-TIME),med
MTE2541,"Crystal structures, thermodynamics and phase equilibria",eng
MTE2542,Microstructural development,eng
MTE2544,Functional materials,eng
MTE2545,Polymers and ceramics I,eng
MTE2546,Mechanics of materials,eng
MTE2547,Structure-property relationships in materials,eng
MTE2548,Biomaterials I,eng
MTE3541,Materials durability,eng
MTE3542,Microstructural design in structural materials,eng
MTE3543,Microstructure to applications: the mechanics of materials,eng
MTE3544,Management and practice in materials engineering,eng
MTE3545,Functional materials and devices,eng
MTE3546,Polymers and ceramics II,eng
MTE3547,Materials characterisation and modelling,eng
MTE4525,Project I,eng
MTE4526,Project II,eng
MTE4571,Materials engineering design and practice,eng
MTE4572,Polymer and composite processing and engineering,eng
MTE4573,Processing and engineering of metals and ceramics,eng
MTE4590,Modelling of materials,eng
MTE4592,Advanced ceramics and applications,eng
MTE4593,Materials and sustainability,eng
MTE4594,"Engineering alloy design, processing and selection",eng
MTE4595,Corrosion mechanisms and protection methods,eng
MTE4596,Biomaterials II,eng
MTE4597,Engineering with nanomaterials,eng
MTE4598,Electron microscopy,eng
MTE5881,Advanced materials characterisation and applied crystallography,eng
MTE5882,Advanced polymeric materials,eng
MTE5883,Environmental durability and protection of metals and engineering materials,eng
MTE5884,Advanced photovoltaics and energy storage,eng
MTE5885,Biomaterials and biomechanics,eng
MTE5886,Additive manufacturing of metallic materials,eng
MTE5887,Additive manufacturing of polymeric and functional materials,eng
MTE6881,Advanced materials characterisation and applied crystallography,eng
MTE6882,Advanced polymeric materials,eng
MTE6883,Environmental durability and protection of metals and engineering materials,eng
MTE6884,Advanced photovoltaics and energy storage,eng
MTE6885,Biomaterials and biomechanics,eng
MTE6886,Additive manufacturing of metallic materials,eng
MTE6887,Additive manufacturing of polymeric and functional materials,eng
MTH1000,Special topics in mathematics level one,sci
MTH1010,Functions and their applications,sci
MTH1020,Analysis of change,sci
MTH1030,Techniques for modelling,sci
MTH1035,Techniques for modelling (advanced),sci
MTH2000,Mathematics research project level 2,sci
MTH2010,Multivariable calculus,sci
MTH2015,Multivariable calculus (advanced),sci
MTH2021,Linear algebra with applications,sci
MTH2025,Linear algebra (advanced),sci
MTH2032,Differential equations with modelling,sci
MTH2040,Mathematical modelling,sci
MTH2121,Algebra and number theory,sci
MTH2132,The nature and beauty of mathematics,sci
MTH2140,Real analysis,sci
MTH2222,Mathematics of uncertainty,sci
MTH2232,Mathematical statistics,sci
MTH3000,Mathematics research project level 3,sci
MTH3011,Partial differential equations,sci
MTH3020,Complex analysis and integral transforms,sci
MTH3051,Introduction to computational mathematics,sci
MTH3060,Advanced ordinary differential equations,sci
MTH3110,Differential geometry,sci
MTH3121,Algebra and number theory,sci
MTH3130,Topology: The mathematics of shape,sci
MTH3140,Real analysis,sci
MTH3150,Algebra and number theory II,sci
MTH3160,Functional analysis,sci
MTH3170,Network mathematics,sci
MTH3230,Time series and random processes in linear systems,sci
MTH3241,Random processes in the sciences and engineering,sci
MTH3251,Financial mathematics,sci
MTH3260,Statistics of stochastic processes,sci
MTH3310,Applied mathematical modelling,sci
MTH3320,Computational linear algebra,sci
MTH3360,Fluid dynamics,sci
MTH3401,Special topics in mathematics I,sci
MTH3402,Special topics in mathematics II,sci
MTH4010,Mathematics honours topic A,sci
MTH4020,Mathematics honours topic B,sci
MTH4030,Mathematics honours topic C,sci
MTH4040,Mathematics honours topic D,sci
MTH4100,Mathematics research studies,sci
MTH4200,Advanced studies in mathematics,sci
MTH5112,Partial differential equations in finance,sci
MTH5210,Stochastic calculus and mathematical finance,sci
MTH5220,The theory of martingales in discrete time,sci
MTH5230,Markov chains and random walks,sci
MTH5510,The mathematics of finance: From derivatives to risk,sci
MTH5520,Interest rate modelling,sci
MTH5530,Computational methods in finance,sci
MTH5540,Statistical learning in finance,sci
MTH5550,Market microstructure,sci
MTH5810,Industry research project,sci
MTH5820,Minor industry research project,sci
MTH5830,Industry placement,sci
MTH5840,Minor industry placement,sci
MVA4001,Studio discipline A,ada
MVA4002,Studio discipline B,ada
MVA4021,Philosophies of the studio A,ada
MVA4022,Philosophies of the studio B,ada
MVA5001,Studio project,ada
NEH4001,Preparing for interprofessional practice,med
NEH4012,Interprofessional practice in community and hospital settings,med
NUR1001,Professional and scholarly communication,med
NUR1010,Foundations of nursing and midwifery practice,med
NUR1013,Indigenous health for nursing and midwifery practice,med
NUR1102,Health assessment in clinical practice,med
NUR1105,Foundations of leadership and professional practice,med
NUR1111,Global health and cultural competence in nursing and midwifery practice,med
NUR1112,Fundamental skills and knowledge for nursing and midwifery practice 1,med
NUR1113,"Law, ethics and leadership in nursing and midwifery",med
NUR1114,Fundamental skills and knowledge for nursing and midwifery practice 2,med
NUR1202,Legal issues and concepts,med
NUR1205,Population and socio-cultural health research,med
NUR2005,Introduction to maternity and paediatric nursing,med
NUR2007,Introduction to palliative care,med
NUR2106,Integrated nursing practice 1,med
NUR2107,Person centered mental health care,med
NUR2203,Health promotion,med
NUR2204,Working with families across the lifespan,med
NUR2206,Integrated nursing practice 2,med
NUR2207,Mental health clinical practice,med
NUR2445,Clinical assessment in nursing,med
NUR2447,Clinical concepts,med
NUR3001,Evidence based health care,med
NUR3002,Integrated nursing practice 3,med
NUR3003,Education for clinical practice,med
NUR3004,Preparing for practice,med
NUR3005,Chronic illness management in primary care,med
NUR3006,Diversity in healthcare practice,med
NUR3009,Transition to professional practice,med
NUR3022,Integrated nursing practice 4,med
NUR3106,Introduction to high acuity nursing,med
NUR3204,Integrated community care,med
NUR4401,Clinical honours thesis 1: Applied research methods and skills,med
NUR4402,Clinical honours thesis 2: Framing a research proposal,med
NUR4403,Clinical honours thesis 3: Conducting a research project,med
NUR4404,Clinical honours thesis 4: Analysing and reporting research,med
NUR5002,Contemporary nursing practice 2,med
NUR5003,Contemporary nursing practice 3,med
NUR5004,Contemporary nursing practice 4,med
NUR5008,Cognitive behavioural therapy for mental health professionals,med
NUR5011,Contemporary nursing in context 1,med
NUR5022,Contemporary nursing in context 2,med
NUR5033,Contemporary nursing in context 3,med
NUR5100,Research Project in Nursing,med
NUR5101,Research Project in Nursing (Part-time),med
NUR5111,Contemporary nursing practice 1,med
NUR5112,Nursing practice in the Australian healthcare context,med
NUR5113,Nursing in the Australian context,med
NUR5200,Advanced Studies in Nursing,med
NUR5201,Advanced Studies in Nursing (Part-time),med
NUR5202,Nursing informatics,med
NUR5203,Palliative care practice,med
NUR5204,Education in health care practice,med
NUR5208,Therapeutic medication management,med
NUR5209,Education program development,med
NUR5210,Disaster and emergency nursing management,med
NUR5214,Advanced therapeutic interaction in nursing,med
NUR5215,Mental health nursing concepts and practice,med
NUR5217,Advanced paediatric nursing,med
NUR5218,Advanced clinical decision making,med
NUR5219,Advanced clinical practice for nurse practitioner,med
NUR5227,Integrated mental health care,med
NUR5301,Nursing practice for older persons,med
NUR5315,Advanced practice in context,med
NUR5325,Clinical leadership in nursing,med
NUR5326,"Quality, safety and clinical governance in nursing and health care management",med
NUR5327,Management and leadership of professional nursing practice,med
NUR5405,Explorations in child and family nursing,med
NUR5411,Advanced clinical assessment and diagnostic reasoning,med
NUR5703,Advanced pathophysiology and health assessment 1,med
NUR5704,Advanced pathophysiology and health assessment 2,med
NUR5707,Applications of Intensive Care Nursing,med
NUR5833,Refugee health and wellbeing,med
NUR5844,Health promotion and education,med
NUR5923,Critical care nursing 1,med
NUR5924,Critical care nursing 2,med
NUR5925,Emergency nursing 1,med
NUR5926,Emergency nursing 2,med
NUR5927,Advanced medical/surgical nursing practice 1,med
NUR5928,Advanced medical/surgical nursing practice 2,med
NUT1001,Personal and professional perspectives in nutrition,med
NUT1002,Evaluating the evidence: Nutrition and population health,med
NUT1010,Human nutrition: An introduction to nutrients,med
NUT1011,Human nutrition: An introduction to nutrients,med
NUT1101,Science foundations,med
NUT1102,Food science,med
NUT2001,Health across the lifespan,med
NUT2002,Applied research methods in nutrition,med
NUT2102,"Food: Science, composition and skills",med
NUT2103,Integrated science systems,med
NUT3001,Evidence based nutrition,med
NUT3002,"Nutrition, activity and health in chronic diseases",med
NUT3003,Sport and exercise nutrition,med
NUT3004,Nutrition controversies,med
NUT3005,Nutrition assessment,med
NUT3006,Food and the environment,med
NUT3007,Work placement,med
NUT3082,Public health nutrition,med
NUT4001,Foundations of dietetic practice,med
NUT4111,Research skills,med
NUT4121,Honours research project 1,med
NUT4122,Honours research project 2,med
NUT5001,Introduction to dietetic skills,med
NUT5002,Practice and research in public health nutrition,med
NUT5003,Dietetic practice 1,med
NUT5004,Food for dietetic practice,med
NUT5005,Dietetic practice 2,med
NUT5006,Practice and research in dietetics,med
OCC1011,Professional issues,med
OCC1012,Occupational science,med
OCC1021,Psychology for occupational therapy,med
OCC1022,Foundations of occupational therapy practice,med
OCC1032,Development across the lifespan,med
OCC2011,"Occupational performance, capabilities and components",med
OCC2020,Enabling occupation: Performance challenges 1A,med
OCC2022,Skills for evidence-based practice 1,med
OCC3000,Enabling occupation: Fieldwork experience 1B,med
OCC3031,Enabling occupation: Performance challenges 1B,med
OCC3041,Skills for evidence-based practice 2,med
OCC3052,Enabling occupation 2: Performance challenges in population health,med
OCC3061,Health promotion in occupational therapy,med
OCC3062,Participation community practice 1: Development,med
OCC3072,Occupational therapy honours research project 1,med
OCC4010,Foundations of occupational therapy,med
OCC4020,Humans as occupational beings,med
OCC4030,"Occupational performance, capabilities and components",med
OCC4040,Enabling occupation 1,med
OCC4071,Participatory community practice 2: Implementation,med
OCC4081,Transition to practice 1,med
OCC4082,Advanced professional practice,med
OCC4091,Occupational therapy honours research project 2,med
OCC4092,Transition to practice 2,med
OCC4111,"Introduction to hand therapy theory, principles, and practice",med
OCC4121,Adaptive and assistive technology,med
OCC4131,"Assessment of children: Methods, policy, ethics and issues",med
OCC4141,Occupational therapy for children with a disability and their families,med
OCC5050,Enabling occupation 2,med
OCC5060,Enabling occupation 3,med
OCC5070,Transition to practice,med
OCC5080,Advanced professional practice,med
OCC5111,"Advanced hand therapy theory, principles, and practice",med
OCC5121,Advanced adaptive and assistive technology,med
OCC5131,"Advanced assessment of children: Methods, policy, ethics and issues",med
OCC5141,Occupational therapy for children with a disability and their families,med
OCC5161,Human occupation and health,med
OHS1000,Introduction to art and design health and safety,ada
OHS1001,Gippsland Centre of art and design health and safety,ada
PAC1001,Introduction to Pharmacy,pha
PAC2151,Biochemistry and molecular biology,pha
PAC2161,"Cell function, communication and pathology",pha
PAC2171,Basis of drug action I,pha
PAC2182,Basis of drug action II,pha
PAC2232,Drug delivery and disposition,pha
PAC2331,Pharmacists as communicators,pha
PAC2342,Pharmacy in a public health context,pha
PAC2412,Integrated therapeutics: Introduction and cardiovascular,pha
PAC3191,Microbiology and immunology,pha
PAC3241,"Drug delivery, disposition and dynamics",pha
PAC3252,Drug delivery II,pha
PAC3351,Context for practice I,pha
PAC3362,Context for practice II,pha
PAC3421,Integrated therapeutics: Respiratory and gastrointestinal disease,pha
PAC3432,Integrated therapeutics: Infectious disease,pha
PAC3512,Current aspects of pharmaceutical research,pha
PAC3522,Applied research project,pha
PAC3542,Leadership,pha
PAC3552,Community engagement,pha
PAC4261,Drug delivery and development,pha
PAC4371,Professional experience placement program,pha
PAC4382,Context for practice III,pha
PAC4441,Integrated therapeutics: Endocrinology and renal,pha
PAC4451,Integrated therapeutics: Dermatology and pain,pha
PAC4462,Integrated therapeutics: Neurology and oncology,pha
PAC4472,Integrated therapeutics: Mental Health,pha
PAC4482,Preparation for practice,pha
PAR4450,Intensive care management of paediatric and obstetric patients,med
PAR4470,Intensive care paramedicine clinical practicum,med
PAR5200,Introduction to aeromedical and retrieval concepts,med
PAR5210,Aeromedical and retrieval professional practice,med
PAR5220,Aeromedical and retrieval clinical 1: Advanced life support/critical care,med
PAR5230,Aeromedical and retrieval coordination,med
PAR5240,Aeromedical retrieval rescue,med
PAR5250,Aeromedical and retrieval clinical 2: Intensive care,med
PAR5320,Extended care paramedicine 1,med
PAR5330,Extended care paramedicine 2,med
PAR5400,Principles of advanced care paramedic practice,med
PAR5410,Pharmacotherapy and clinical toxicology in advanced care paramedic practice,med
PAR5420,Intensive care management of cardiac conditions,med
PAR5430,Intensive care management of respiratory conditions,med
PAR5440,Intensive care management of trauma and environmental conditions,med
PAR5450,Advanced care paramedic management of paediatric and obstetric patients,med
PAR5460,Transition to practice in the intensive care simulated environment,med
PAR5480,Intensive care management of medical conditions,med
PBH1101,Introduction to qualitative research,med
PBH1102,Introduction to communicating health,med
PBH1103,Introduction to health policy and politics,med
PBH1104,Global health: Opportunities and challenges,med
PBH2001,Foundations of epidemiology,med
PBH2002,Foundations of biostatistics,med
PBH2003,"Culture, society and health",med
PBH2004,"Health, law and ethics",med
PBH2005,Health program planning,med
PBH2006,Treatment and technologies,med
PBH2107,Public health and ethics short international program,med
PGC5005,Journal club,pha
PGC5006,Speciality clinical placement,pha
PGC5007,Introduction to clinical research,pha
PGC5009,Clinical research 3,pha
PGC5101,Evidence based practice,pha
PGC5102,Patient data and pharmacotherapy 1,pha
PGC5103,Patient data and pharmacotherapy 2,pha
PGC5104,Patient data and pharmacotherapy 3,pha
PGC5107,Introduction to clinical research,pha
PGC5108,Clinical research 2,pha
PGC5109,Clinical research 3,pha
PGC5110,Infectious diseases pharmacotherapy,pha
PGC5113,Dermatology,pha
PGC5115,Geriatric pharmacy practice,pha
PGC5116,Geriatric disease state management,pha
PGC5117,Mental health,pha
PGC5118,Palliative care,pha
PGC5119,Advanced practice portfolio,pha
PGP5011,Applied pharmacy practice 1,pha
PGP5012,Applied pharmacy practice 2,pha
PGP5014,Clinical educator preparation,pha
PGP5021,Foundation practice 1,pha
PGP5022,Foundation practice 2,pha
PGW5101,Biology of wound healing,pha
PGW5103,Wound dressings,pha
PGW5104,Management of acute wounds,pha
PGW5105,Management of chronic wounds,pha
PGW5106,Systemic medication and wound healing,pha
PGW5108,Nutrition in wound healing,pha
PGW5109,Dermatology,pha
PGW5111,Alternative therapies,pha
PGW5112,Scar management,pha
PGW5123,Management of burns,pha
PGW5127,Practical wound care training and assessment,pha
PGW5201,Principles of wound healing,pha
PGW5202,Wound assessment,pha
PGW5203,Wound management principles,pha
PGW5204,Acute and chronic wounds,pha
PGW5205,Integrated wound care practice,pha
PGW5206,The diabetes foot,pha
PGW5207,Pressure injury management,pha
PGW5208,Advanced clinical practice in wound care,pha
PGW5209,Clinical risk management and wound care,pha
PGW5210,Burns and scar management,pha
PGW5211,Non-healing wounds and pain management,pha
PHA2022,Drugs and society,sci
PHA3011,Principles of drug action,sci
PHA3021,Drugs in health and disease,sci
PHA3032,Neuro and endocrine pharmacology,sci
PHA3042,Modern drug development,sci
PHA3800,Fundamentals of toxicology,sci
PHA3801,Principles of pharmacology,sci
PHA3990,Action in pharmacology research project,sci
PHC5012,Community based palliative care for health practitioners,med
PHC5100,Research Project in Health Sciences,med
PHC5101,Research Project in Health Sciences (Part-time),med
PHC5200,Advanced Studies in Health Sciences,med
PHC5201,Advanced Studies in Health Sciences (Part-time),med
PHC5301,Preventative health and management of chronic disease,med
PHC5302,Common problems in primary care,med
PHC5303,Challenging issues in primary care,med
PHC5304,Primary care across the lifespan,med
PHH1052,Health care systems: Global and local,med
PHH1061,"Data, evidence and critical thinking in health",med
PHH1081,Foundations of public health,med
PHH1101,Biological bases of health and disease 1,med
PHH1102,Biological bases of health and disease 2,med
PHH1112,Global health: Opportunities and challenges,med
PHH2022,"Culture, society and health",med
PHH2051,Health program planning,med
PHH2101,Health promotion: Global and local,med
PHH2111,Treatments and technologies,med
PHH2141,Analysing patterns of health and disease,med
PHH2142,Research methods in the health sciences,med
PHH3001,"Health, law and ethics",med
PHH3002,Health for all in a global world,med
PHH3011,Contemporary health challenges,med
PHH3041,Disease prevention and control,med
PHH3061,Health program evaluation,med
PHH3072,Health policy and politics,med
PHH3082,Health promotion practicum,med
PHH4101,Public health research proposal,med
PHH4102,Contemporary and global public health issues,med
PHH4201,Public health research report,med
PHO1203,Photography 1,ada
PHO1204,Digital Imaging for Contemporary Art,ada
PHO2202,Advanced photography,ada
PHO2204,Video art and the moving image 1,ada
PHO2207,Photographic processes,ada
PHO2208,Photographic lighting studio,ada
PHO3201,Photography and video dialogues,ada
PHO3202,Photomedia virtual studio,ada
PHO3207,Photomedia project 1A,ada
PHO3208,Photomedia project 2,ada
PHO3209,Photomedia Project 1B,ada
PHR1011,Professional Practice I,pha
PHR1012,Professional Practice II,pha
PHR1021,How Medicines Work I,pha
PHR1022,How Medicines Work II,pha
PHR1031,How the Body Works,pha
PHS1011,Classical physics and relativity,sci
PHS1022,Fields and quantum physics,sci
PHS1031,Physics for the living world,sci
PHS1080,Foundation physics,sci
