UnitCode,UnitName,Faculty
AZA3546,Environmental impact assessment,arts
AZA3547,"Urban planning, development and sustainability",arts
AZA3548,Environmental policy and resource management,arts
AZA3550,Climatology,arts
AZA3629,"Beliefs, religion and spirituality: A global perspective",arts
AZA3640,Philosophy of war and global conflict,arts
AZA3641,Diplomacy in contemporary international relations,arts
AZA3643,Africa in the modern world,arts
AZA3644,South Africa: Democracy and development,arts
AZA3688,Foreign policy: Introduction,arts
AZA3703,The global politics of arms control and disarmament,arts
AZA3717,Medical sociology,arts
AZA3720,Sociological perspectives on youth culture and social change,arts
AZA3737,South Africa and African social justice,arts
AZA3744,School of Social Science workplace internship,arts
AZA3764,Consulting,arts
AZA3769,Family functioning and child abuse: The child and youth care worker's role,arts
AZA3770,Intermediary services in courts: Protecting the rights of the child and youth victim,arts
AZA3771,"Management of community projects: Working preventatively with children, youth and families",arts
AZA3772,Field placements in child and youth care settings,arts
AZA3806,Reporting economic and business issues,arts
AZA3808,Investigative journalism in the South African and African context,arts
AZA3810,Reporting sport and sport cultures,arts
AZA3869,Political philosophy and justice,arts
AZA3871,Environmentalism: A philosophical perspective,arts
AZA3919,Professional placement in Journalism: South Africa,arts
AZA4010,Selected topics in philosophy,arts
AZA4020,Selected topics in journalism,arts
AZA4110,Sociology selected topics,arts
AZA4310,Child and youth care policy and leadership: Advocating for the rights of children and youth,arts
AZA4420,Adult psychopathology,arts
AZA4430,Counselling,arts
AZA4440,Psychology research project,arts
AZA4445,Social issues in psychology,arts
AZA4450,Researching for social sciences and humanities,arts
AZA4480,Psychological testing and assessment,arts
AZA4721,Communication and media practice applied,arts
AZA4743,"Theoretical perspectives of conflict, crime, victimisation and criminal justice",arts
AZA4778,Social science honours dissertation A,arts
AZA4779,Social science honours dissertation B,arts
AZA4810,The globalisation of civil and human rights,arts
AZA4889,Advanced concepts in geography and environmental science,arts
BCH2011,Structure and function of cellular biomolecules,sci
BCH2022,Metabolic basis of human diseases,sci
BCH3021,Cellular organisation: Organelle structure and function in health and disease,sci
BCH3031,Functional genomics and molecular medicine,sci
BCH3042,Cell signal transduction: Role in cancer and human disease,sci
BCH3052,Protein biology: From sequence to structure and disease,sci
BCH3990,Action in biochemistry research project,sci
BEG3150,Industry based learning program,buseco
BEH1032,"Evidence based practice, research and population health in community based emergency health services",med
BEH1041,Human development and health across the lifespan,med
BEH1042,"Law, ethics and professionalism",med
BEH2012,Paramedic management of respiratory conditions,med
BEH2032,Paramedic clinical practice 1,med
BEH2131,Paramedic management of cardiovascular conditions,med
BEH2141,The paramedic in the community,med
BEH2152,Pharmacotherapy in community-based emergency health,med
BEH2201,Paramedic management of mental health,med
BEH3011,Paramedic management of medical conditions,med
BEH3012,"Clinical education, leadership and emergency preparedness",med
BEH3022,Research and contemporary challenges in community based emergency health,med
BEH3030,Integrated clinical practice,med
BEH3032,Paramedic management of critical care specialty situations,med
BEH3071,Extended care paramedic practice,med
BEH3121,Paramedic management of toxicological and environmental conditions,med
BEH3161,Paramedic management of maternal and neonatal health,med
BEH4100,Honours literature review,med
BEH4200,Honours research proposal,med
BEH4300,Honours research report,med
BES3120,Perspectives on global business issues,buseco
BES4000,Research methodology 1,buseco
BES4010,Research methodology 2,buseco
BES4020,Directed studies 1,buseco
BES4030,Directed studies 2,buseco
BES4100,Research project and report,buseco
BEW3100,Work placement program,buseco
BEW4000,Research methodology 1,buseco
BEW4010,Research methodology 2,buseco
BEW4020,Directed studies 1,buseco
BEW4030,Directed studies 2,buseco
BEW4100,Research project and report,buseco
BEX2001,"You, money and life",buseco
BEX2010,Intermediate macroeconomics,buseco
BEX2410,Introductory econometrics,buseco
BEX2440,Mathematics for economics and business,buseco
BEX2520,Probability and statistical inference for economics and business,buseco
BEX3000,Current issues in business,buseco
BEX3001,Industry and community placement,buseco
BEX3006,Industry based learning project,buseco
BEX3012,Industry based learning project,buseco
BEX3024,Industry based learning project,buseco
BEX3106,Industry based learning project,buseco
BEX3112,Industry based learning project,buseco
BEX3120,Perspectives on global business issues,buseco
BEX3150,Sustainability practice and organisations,buseco
BEX3350,Investigative project in business,buseco
BEX3351,Investigative project in business,buseco
BEX3400,Principles of econometrics,buseco
BEX3410,Applied econometrics,buseco
BEX3411,Innovation and entrepreneurship,buseco
BEX3450,Investigative project in business,buseco
BEX3451,Investigative project in business,buseco
BEX3460,Financial econometrics,buseco
BEX3500,Current issues in commerce,buseco
BEX3510,Modelling in finance and insurance,buseco
BEX3555,Integrative business practices,buseco
BEX3622,Issues in global business,buseco
BEX3710,Labour economics,buseco
BEX3722,Engaging with international business,buseco
BEX4420,Microeconometrics,buseco
BEX4460,Financial econometrics 2,buseco
BEX4650,Microeconomics,buseco
BEX4670,Economic development,buseco
BEX4690,International trade,buseco
BEX4810,Public economics,buseco
BEX5000,Quantitative business research methods,buseco
BEX5001,Industry and community project,buseco
BEX5002,Commercialisation project A,buseco
BEX5003,Commercialisation project B,buseco
BEX5010,Qualitative business research methods,buseco
BEX5012,Industry based learning project,buseco
BEX5020,Research thesis proposal,buseco
BEX5110,Special reading unit 2,buseco
BEX5200,Climate change and carbon management strategies,buseco
BEX5300,Applied financial econometrics,buseco
BEX5411,Creativity and entrepreneurship,buseco
BEX5460,Financial econometrics 2,buseco
BEX5463,Advanced buyer behaviour,buseco
BEX5479,Project evaluation,buseco
BEX5650,Microeconomic theory,buseco
BEX5660,Macroeconomic theory,buseco
BEX5832,European business and society,buseco
BEX5850,Mathematical economic theory,buseco
BEX5870,Advanced health economics,buseco
BEX5900,Microeconomics,buseco
BEX5950,Business statistics,buseco
BEX5973,Economic evaluation in health care,buseco
BEX5975,Principles of health economics for developing countries,buseco
BEX6010,Empirical finance,buseco
BEX6011,Issues in asset pricing,buseco
BEX6012,Corporate financial management,buseco
BEX6013,Issues in financial institutions,buseco
BEX6100,Advanced quantitative research methods,buseco
BEX6200,Advanced qualitative research methods,buseco
BEX6300,Philosophy of research,buseco
BEX6400,Empirical methods for economic analysis,buseco
BEX6500,Statistical inference,buseco
BEX6510,Foundations of econometrics,buseco
BEX6600,Research topics in advanced microeconomics,buseco
BEX6650,Research topics in advanced microeconomics,buseco
BEX6660,Research topics in advanced macroeconomics,buseco
BEX6700,Research paper,buseco
BEX6800,Advanced mathematical economic theory,buseco
BEX6900,Research topics in advanced macroeconomic theory,buseco
BEX6990,Research Strategies and Methods in Business Law,buseco
BFB1001,Foundations of finance,buseco
BFB2140,Corporate finance 1,buseco
BFB3121,Investments and portfolio management,buseco
BFC1001,Foundations of finance,buseco
BFC2140,Corporate finance 1,buseco
BFC2240,Equities and investment analysis,buseco
BFC2340,Debt markets and fixed income securities,buseco
BFC2751,Derivatives 1,buseco
BFC3140,Corporate finance 2,buseco
BFC3170,Management of financial intermediaries,buseco
BFC3240,International finance,buseco
BFC3340,Derivatives 2,buseco
BFC3440,Pension and financial planning,buseco
BFC3540,Modelling in finance,buseco
BFC3999,Finance and society,buseco
BFC5130,Case studies and research in banking and finance,buseco
BFC5260,Money market dealing,buseco
BFC5280,Institutional asset and liability management,buseco
BFC5914,Bank lending,buseco
BFC5915,"Options, futures and risk management",buseco
BFC5916,International banking,buseco
BFC5925,Financial management theory,buseco
BFC5926,Australian capital markets,buseco
BFC5935,Portfolio management and theory,buseco
BFF1001,Foundations of finance,buseco
BFF2140,Corporate finance 1,buseco
BFF2341,International financial management,buseco
BFF2401,Commercial banking and finance,buseco
BFF2701,Equity markets,buseco
BFF2751,Derivatives 1,buseco
BFF3111,Personal financial planning,buseco
BFF3121,Investments and portfolio management,buseco
BFF3301,Money market operations,buseco
BFF3331,International banking and finance,buseco
BFF3351,Investment banking,buseco
BFF3651,Treasury management,buseco
BFF3841,Credit analysis and lending management,buseco
BFF3999,Financial institutions and society,buseco
BFF5021,Case studies in risk management,buseco
BFF5040,Advanced security analysis,buseco
BFF5050,Global banking institutions and issues,buseco
BFF5130,Case studies and research in banking and finance,buseco
BFF5180,Research dissertation,buseco
BFF5230,Global financial markets,buseco
BFF5250,Corporate treasury management,buseco
BFF5260,Money market dealing,buseco
BFF5270,Funds management,buseco
BFF5280,Institutional asset and liability management,buseco
BFF5290,Advanced derivatives and quantitative finance,buseco
BFF5300,Case studies in finance,buseco
BFF5333,Project finance,buseco
BFF5380,Credit risk modelling,buseco
BFF5390,Advanced financial planning,buseco
BFF5580,Mergers and acquisitions,buseco
BFF5902,Introduction to risk principles,buseco
BFF5904,New venture finance,buseco
BFF5913,Financial planning,buseco
BFF5914,Bank lending,buseco
BFF5915,"Options, futures and risk management",buseco
BFF5916,International banking,buseco
BFF5925,Financial management theory,buseco
BFF5926,Australian capital markets,buseco
BFF5935,Portfolio management and theory,buseco
BFF5954,Business finance,buseco
BFF5959,Accounting and finance for international managers,buseco
BFF5973,International finance,buseco
BFF5977,Risk financing and treasury management,buseco
BFG2631,Financial management,buseco
BFG3121,Investments and portfolio management,buseco
BFM5959,Accounting and finance for international managers,buseco
BFP1001,Foundations of finance,buseco
BFP2140,Corporate finance 1,buseco
BFP3400,Sport finance,buseco
BFS2780,Corporate finance A,buseco
BFS3790,Corporate finance B,buseco
BFS5959,Accounting and finance for international managers,buseco
BFW1001,Foundations of finance,buseco
BFW1310,Introduction to Islamic banking and finance,buseco
BFW2140,Corporate finance 1,buseco
BFW2341,International financial management,buseco
BFW2401,Commercial banking and finance,buseco
BFW2751,Derivatives 1,buseco
BFW3121,Investments and portfolio management,buseco
BFW3331,International banking and finance,buseco
BFW3540,Modelling in finance,buseco
BFW3651,Treasury management,buseco
BFW3652,Corporate treasury and credit management,buseco
BFW3841,Credit analysis and lending management,buseco
BFW3851,Behavioural finance,buseco
BFX3355,Property investment,buseco
BFX3871,International study program in banking and finance,buseco
BFX4000,Research methods,buseco
BFX4018,Honours research thesis,buseco
BFX4030,Advanced modelling in finance,buseco
BFX4060,Issues in corporate finance,buseco
BFX4080,Issues in banking,buseco
BFX4120,Issues in investments,buseco
BFX5000,Research methods,buseco
BFX5018,Research dissertation,buseco
BFX5860,International study program in banking and finance,buseco
BFZ5959,Accounting and finance for international managers,buseco
BIO1011,Biology I,sci
BIO1022,Biology II,sci
BIO1042,Environmental biology,sci
BIO1711,Vertebrate biology,sci
BIO1722,Cell biology,sci
BIO2011,Ecology and biodiversity,sci
BIO2022,Evolutionary ecology,sci
BIO2040,Conservation biology,sci
BIO2060,Analytical methods in biology,sci
BIO2181,Evolution of plant diversity,sci
BIO2231,Animal diversity,sci
BIO2242,Animal structure and function,sci
BIO2800,Tropical field biology,sci
BIO2810,Tropical ecology,sci
BIO3011,Research methods in biology,sci
BIO3021,Marine biology,sci
BIO3052,Animal behaviour,sci
BIO3070,Trends in ecology,sci
BIO3082,Global change biology,sci
BIO3091,Biology of Australian vegetation,sci
BIO3111,Ecological applications,sci
BIO3132,Biology of Australian vertebrates,sci
BIO3800,Tropical environmental management,sci
BIO3810,Tropical aquatic biology,sci
BIO3820,Tropical terrestrial biology,sci
BIO3990,Biology in action research project,sci
BIO4100,Biology research project,sci
BIO4180,Tropical environmental biology research project,sci
BIO4200,Advanced coursework in biology,sci
BIO4280,Honours coursework in tropical environmental biology,sci
BMA1011,Foundations of anatomy and physiology for health practice 1,med
BMA1012,Foundations of anatomy and physiology for health practice 2,med
BMA1901,Human structure and function 1,med
BMA1902,Human structure and function 2,med
BMA1912,Human bioscience in nursing,med
BMA2901,Processes of disease,med
BMA2902,Communicable diseases,med
BMA5011,Introduction to Anatomy and Physiology,med
BME3032,Introduction to the health system,med
BME3082,Fetal and neonatal development,med
BMH4100,Biomedicine research project,sci
BMH4110,Biomedicine research project part time A,sci
BMH4120,Biomedicine research project part time B,sci
BMH4200,Advanced studies in biomedicine,sci
BMH4210,Advanced studies in biomedicine part time A,sci
BMH4220,Advanced studies in biomedicine part time B,sci
BMS1011,Biomedical chemistry,med
BMS1021,"Cells, tissues and organisms",med
BMS1031,Medical biophysics,med
BMS1042,Public health and preventive medicine,med
BMS1052,Human neurobiology,med
BMS1062,Molecular biology,med
BMS2011,Structure of the human body: An evolutionary and functional perspective,med
BMS2021,Human molecular cell biology,med
BMS2031,Body systems,med
BMS2042,Human genetics,med
BMS2052,Microbes in health and disease,med
BMS2062,Introduction to bioinformatics,med
BMS3021,Molecular medicine and biotechnology,med
BMS3031,Molecular mechanisms of disease,med
BMS3052,Biomedical basis and epidemiology of human disease,med
BMS3930,Action in biomedical science major research project,med
BMS3990,Action in biomedical science minor research project,med
BMS4100,Biomedical science research project,med
BMS4200,Advanced studies in biomedical science,med
BMS4301,Advanced studies in biomedical science,med
BMS4302,Biomedical science research project,med
BMS5001,Introduction to research and research methodology,med
BMS5002,Research skills and techniques,med
BMS5003,Infectious diseases and population health,med
BMS5004,Advanced neuroscience,med
BMS5005,Regenerative medicine and stem cells,med
BMS5006,Cardiovascular biology and disease,med
BMS5007,Biotechnology: Commercialising biomedical science,med
BMS5008,Research project and thesis,med
BMS5100,Research Project in Biomedical Sciences,med
BMS5101,Research Project in Biomedical Sciences (Part-time),med
BMS5200,Advanced Studies in Biomedical Sciences,med
BMS5201,Advanced Studies in Biomedical Sciences (Part-time),med
BND3101,Evidence based management,med
BND3102,Introduction to dietetic practice,med
BND3202,Food for dietetic practice,med
BND3302,Dietetic practice 1,med
BND4082,Improving the populations nutrition,med
BND4092,Practice and research in public health nutrition,med
BND4102,Practice and research in dietetics,med
BND4402,Dietetic practice 2,med
BNS3021,Neurochemistry and behaviour,med
BNS3052,"Drugs, brain and altered awareness",med
BNS3062,Imaging and brain disorders,med
BNS4100,Behavioural neuroscience honours: Research project,med
BNS4200,Behavioural neuroscience honours: Research design and analysis,med
BTB1010,Commercial Law,buseco
BTB2220,Corporations law,buseco
BTB3221,Taxation law and practice,buseco
BTB3281,Marketing law,buseco
BTB3350,Business taxation,buseco
BTC1110,Commercial law,buseco
BTC3150,Taxation law,buseco
BTC3200,Finance law,buseco
BTC3300,Marketing law,buseco
BTC3350,Business taxation,buseco
BTC5904,Law and commercial decisions,buseco
BTF1010,Business law,buseco
BTF2223,Corporate crime,buseco
BTF2601,Banking law,buseco
BTF3181,Marketing law,buseco
BTF3888,Chinese taxation law,buseco
BTF3931,Taxation law,buseco
BTF5000,Corporate governance,buseco
BTF5001,Business regulation and compliance,buseco
BTF5050,Comparative business law in Asia,buseco
BTF5060,The law of employment,buseco
BTF5130,International law and policy,buseco
BTF5150,Intellectual property and marketing law,buseco
BTF5160,The globalisation of law and development in Asia,buseco
BTF5170,Chinese business law,buseco
BTF5180,Financial services regulation,buseco
BTF5235,Workplace and investment taxation,buseco
BTF5340,Regional trade governance,buseco
BTF5501,Corporations law,buseco
BTF5801,Masters research paper,buseco
BTF5841,Human resources management law,buseco
BTF5888,Chinese taxation law,buseco
BTF5900,Major research project,buseco
BTF5903,Law and business decisions,buseco
BTF5904,Law and commercial decisions,buseco
BTF5910,Sustainability regulation,buseco
BTF5919,International trade law,buseco
BTF5965,Taxation law,buseco
BTG2220,Corporations law and trusts,buseco
BTG2223,Corporate crime,buseco
BTG3221,Taxation law and practice,buseco
BTH1802,Fundamentals of biotechnology,sci
BTH2732,Recombinant DNA technology,sci
BTH2741,Biochemistry,sci
BTH2752,Cellular metabolism,sci
BTH2820,Crop science,sci
BTH2830,Fundamentals of microbiology,sci
BTH3012,"Biotechnology science, industry and commercialisation",sci
BTH3711,Food and industrial microbiology,sci
BTH3722,Medical microbiology,sci
BTH3732,Environmental microbiology,sci
BTH3741,Medical cell biology,sci
BTH3752,Molecular biology and biotechnology,sci
BTH3800,Bioinformatics,sci
BTH3820,Plant biotechnology,sci
BTH3960,Interdisciplinary advanced practical in pharmacology and chemistry,sci
BTH4100,Biotechnology research project,sci
BTH4200,The practice of biotechnology,sci
BTH4280,Honours coursework in biotechnology,sci
BTM5903,Law and business decisions,buseco
BTM5919,International trade law,buseco
BTP1010,Business Law,buseco
BTS1201,South Africa business law A,buseco
BTS2201,South African business law B,buseco
BTS2301,South African taxation A,buseco
BTS3201,International trade law,buseco
BTS3301,South African business law C,buseco
BTS3302,South African taxation B,buseco
BTS3303,South African taxation law C,buseco
BTS5919,International trade law,buseco
BTW1042,Malaysian business law,buseco
BTW2122,South African taxation of businesses,buseco
BTW2213,Malaysian company law,buseco
BTW2220,Corporations law,buseco
BTW2241,Comparative workplace relations law,buseco
BTW2313,Malaysian corporate governance,buseco
BTW2320,Current issues in corporate governance,buseco
BTW3153,Malaysian income tax law,buseco
BTW3201,International trade law,buseco
BTW3221,Taxation law and practice,buseco
BTW3233,Conventional and Islamic finance law,buseco
BTW3241,Employment law,buseco
BTW3243,Finance law,buseco
BTW3281,Marketing law,buseco
BTW3300,South African administration of deceased and insolvent estates,buseco
BTX2000,Corporations law,buseco
BTX3100,Sustainability regulation for business,buseco
BTX3110,International trade law,buseco
BTX3130,Stock exchange and derivatives law,buseco
BTX3350,Business taxation,buseco
BTX3650,Sports law,buseco
BTX3699,Insolvency,buseco
BTX3900,Research project in business law or taxation,buseco
BTX3991,Employment law,buseco
BTX4110,Directed studies,buseco
BTX4130,Honours research thesis,buseco
BTX4900,Research methods and proposal,buseco
BTX5060,The law of employment,buseco
BTX5150,Law of marketing,buseco
BTX5160,The globalisation of law and development in Asia,buseco
BTX5170,Chinese business law,buseco
BTX5220,International issues in employment law,buseco
BTX5801,Final research project,buseco
BTX5841,Human resources management law,buseco
CCS5100,Research Project in Medical Science,med
CCS5101,Research Project in Medical Science (Part-time),med
CCS5200,Advanced Studies in Medical Science,med
CCS5201,Advanced Studies in Medical Science (Part-time),med
CCS5300,Research Project in Health Sciences,med
CCS5301,Research Project in Health Sciences (Part-time),med
CCS5400,Advanced Studies in Health Sciences,med
CCS5401,Advanced Studies in Health Sciences (Part-time),med
CDS1001,Communication Design Studio 1A,ada
CDS1002,Communication Design Studio 1B,ada
CDS1511,Photographic art direction,ada
CDS1531,Illustration for narrative,ada
CDS2001,Communication Design Studio 2A,ada
CDS2002,Communication Design Studio 2B,ada
CDS2511,Branding for designers,ada
CDS2512,Packaging design,ada
CDS2521,Creative coding,ada
CDS2522,Creative expression through physical computing,ada
CDS2523,Creative visualisation,ada
CDS2524,Unconventional publishing,ada
CDS2531,Illustration for animation,ada
CDS3001,Communication Design Studio 3A,ada
CDS3002,Communication Design Studio 3B,ada
CDS4001,Major project communication design part 1,ada
CDS4002,Major project communication design part 2,ada
CEM6881,Scanning electron microscopy,eng
CEM6882,Transmission electron microscopy,eng
CER1111,Ceramic practice and theory 1A,ada
CER1112,Ceramic practice and theory 2A,ada
CER2113,Ceramic practice and theory 3A,ada
CER2114,Ceramic practice and theory 4A,ada
CER2123,Ceramic practice and theory 3B,ada
CER2124,Ceramic practice and theory 4B,ada
CER3115,Ceramic practice and theory 5,ada
CER3116,Ceramic practice and theory 6,ada
CHE2161,Mechanics of fluids,eng
CHE2162,Material and energy balances,eng
CHE2163,Heat and mass transfer,eng
CHE2164,Thermodynamics I,eng
CHE2166,Introduction to process simulation,eng
CHE2167,Process material selection,eng
CHE2871,Biochemistry for engineers,eng
CHE3161,Chemistry and chemical thermodynamics,eng
CHE3162,Process control,eng
CHE3163,Sustainable processing I,eng
CHE3164,Reaction engineering,eng
CHE3165,Separation processes,eng
CHE3166,Process design,eng
CHE3167,Transport phenomena and numerical methods,eng
CHE3171,Bioprocess technology,eng
CHE3172,Nanotechnology and materials 1,eng
CHE4161,Engineer in society,eng
CHE4162,Particle technology,eng
CHE4164,Integrated industrial project,eng
CHE4170,Design project,eng
CHE4171,Biochemical engineering,eng
CHE4172,Nanotechnology and materials 2,eng
CHE4173,Sustainable processing 2,eng
CHE4180,Chemical engineering project,eng
CHE5167,Pulp and paper laboratory,eng
CHE5290,Biomass resource and its utilisation,eng
CHE5291,Engineering aspects of biomass pulping,eng
CHE5292,Chemistry of biomass processing,eng
CHE5293,Processing fibres into paper,eng
CHE5294,Performance of paper products,eng
CHE5295,Control of processes and quality,eng
CHE5296,Minimising environmental impact,eng
CHE5297,Recycling and contaminant removal,eng
CHE5298,Biorefinery foundations,eng
CHE5299,Biorefinery processes,eng
CHE5881,Advanced reaction engineering,eng
CHE5882,Biomass and biorefineries,eng
CHE5883,Nanostructured membranes for separation and energy production,eng
CHE5884,Process modeling and optimisation,eng
CHE5885,Principles and practices for sustainable development,eng
CHE6881,Advanced reaction engineering,eng
CHE6882,Biomass and biorefineries,eng
CHE6883,Nanostructured membranes for separation and energy production,eng
CHE6884,Process modeling and optimisation,eng
CHE6885,Principles and practices for sustainable development,eng
CHM1011,Chemistry I,sci
CHM1022,Chemistry II,sci
CHM1051,Chemistry I advanced,sci
CHM1052,Chemistry II advanced,sci
CHM1752,Chemistry for engineering,eng
CHM2752,Chemistry of the environment,sci
CHM2911,Inorganic and organic chemistry,sci
CHM2922,Spectroscopy and analytical chemistry,sci
CHM2942,Biological chemistry,sci
CHM2951,Environmental chemistry - water,sci
CHM2962,Food chemistry,sci
CHM2990,Introductory chemical research project,sci
CHM3180,Materials chemistry,sci
CHM3742,Chemistry of the environment 2,sci
CHM3911,Advanced physical chemistry,sci
CHM3922,Advanced organic chemistry,sci
CHM3930,Medicinal chemistry,sci
CHM3941,Advanced inorganic chemistry,sci
CHM3952,Advanced analytical chemistry,sci
CHM3960,Environmental chemistry,sci
CHM3972,Sustainable chemistry,sci
CHM3980,Chemistry study abroad,sci
CHM3990,Chemistry project,sci
CHM4100,Chemistry research project,sci
CHM4110,Chemistry research project part time I,sci
CHM4120,Chemistry research project part time II,sci
CHM4180,Medicinal chemistry research project,sci
CHM4201,Chemistry honours coursework,sci
CHM4211,Chemistry honours coursework part time I,sci
CHM4221,Chemistry honours coursework part time II,sci
CHM4280,Honours coursework in medicinal chemistry,sci
CIV2206,Mechanics of solids,eng
CIV2207,Computing and water systems modelling,eng
CIV2225,Design of steel and timber structures,eng
CIV2226,Design of concrete and masonry structures,eng
CIV2242,Geomechanics I,eng
CIV2263,Water systems,eng
CIV2282,Transport and traffic engineering,eng
CIV2283,Civil engineering construction,eng
CIV3203,Civil engineering construction,eng
CIV3204,Engineering investigation,eng
CIV3205,Project management for civil engineers,eng
CIV3221,Building structures and technology,eng
CIV3222,Bridge design and assessment,eng
CIV3247,Geomechanics II,eng
CIV3248,Groundwater and environmental geomechanics,eng
CIV3264,Urban water and wastewater systems,eng
CIV3283,Road engineering,eng
CIV4210,Project A,eng
CIV4211,Project B,eng
CIV4212,Civil and environmental engineering practice,eng
CIV4234,Advanced structural analysis,eng
CIV4235,Advanced structural design,eng
CIV4248,Ground hazards engineering,eng
CIV4249,Foundation engineering,eng
CIV4261,Integrated urban water management,eng
CIV4268,Water resources management,eng
CIV4283,Transport planning,eng
CIV4284,Traffic systems,eng
CIV5301,Advanced traffic engineering,eng
CIV5302,Traffic engineering and management,eng
CIV5303,Quantitative methods,eng
CIV5304,Intelligent transport systems,eng
CIV5305,Travel demand modelling,eng
CIV5306,Road safety engineering,eng
CIV5308,Transport and traffic systems project,eng
CIV5309,Transport and traffic data,eng
CIV5310,Infrastructure project and policy evaluation,eng
CIV5311,Infrastructure project management,eng
CIV5312,Asset management I,eng
CIV5313,Asset management II,eng
CIV5314,Planning urban transport systems,eng
CIV5315,Transport economics,eng
CIV5316,Fundamentals of urban public transport,eng
CIV5318,Intelligent transportation systems: engineering and management,eng
CIV5319,Quantitative methods for transportation systems analysis,eng
CIV5320,Case studies in transportation systems,eng
CIV5321,Sustainable transportation systems planning,eng
CIV5322,Urban public transportation systems,eng
CIV5406,Modelling transportation systems,eng
CIV5881,Ground water hydrology,eng
CIV5882,Flood hydraulics and hydrology,eng
CIV5883,Surface water hydrology,eng
CIV5884,Water sensitive stormwater design,eng
CIV5885,Infrastructure dynamics,eng
CIV5886,Infrastructure geomechanics,eng
CIV5887,Infrastructure rehabilitation and monitoring,eng
CIV5888,Advanced computational methods,eng
CIV6301,Advanced traffic engineering,eng
CIV6302,Traffic engineering and management,eng
CIV6305,Travel demand modelling,eng
CIV6314,Transport planning and policy,eng
CIV6881,Ground water hydrology,eng
CIV6882,Flood hydraulics and hydrology,eng
CIV6883,Surface water hydrology,eng
CIV6884,Water sensitive stormwater design,eng
CIV6885,Infrastructure dynamics,eng
CIV6886,Infrastructure geomechanics,eng
CIV6887,Infrastructure rehabilitation and monitoring,eng
CIV6888,Advanced computational methods,eng
CMH5001,Mental health practice essentials,med
CMH5002,The context for mental health practice,med
CMH5003,Concepts in mental health illness,med
CMH5004,Recovery oriented mental health practice,med
CMH5005,Mental health of the elderly,med
CMH5006,Transcultural mental health,med
CPS5001,Psychoanalytic and developmental theories 1,med
CPS5002,Normal developmental observation,med
CPS5003,Psychoanalytic and developmental theories 2,med
CPS5004,Psychodynamic assessment of children and adolescents,med
CPS5005,Principles of child psychotherapy,med
CPS5006,Principles of adolescent psychotherapy,med
CPS5007,Principles of short term therapy and crisis work,med
CPS5008,Principles of working with parents,med
DEV2011,Early human development from cells to tissues,sci
DEV2022,Human anatomy and development: Tissues and body systems,sci
DEV3011,Fundamentals of developmental processes,sci
DEV3022,Developmental and anatomical basis of human health and disease,sci
DEV3032,Stem cells and the foundations of life,sci
DEV3990,Action in developmental biology research project,sci
DGN1001,Design studio 1,ada
DGN1104,Interdisciplinary design studio 2,ada
DGN2000,Interdisciplinary Design,ada
DGN2003,Interdisciplinary design studio 3,ada
DGN2004,Interdisciplinary design studio 4,ada
DGN3105,Interdisciplinary design studio 5,ada
DGN3106,Interdisciplinary design studio 6,ada
DGN4001,Major project (design) part 1,ada
DGN4002,Major project (design) part 2,ada
DIS1103,Digital processes for art and design 1,ada
DIS1704,Web design,ada
DIS1911,3D design and visualisation,ada
DIS1912,Virtual space A,ada
DIS2105,Digital imaging,ada
DIS2601,Digital audio/video,ada
DIS2904,3D modeling,ada
DIS2906,Design for multimedia,ada
DIS2907,3D animation,ada
DIS2909,Electronic design,ada
DIS2910,Virtual space B,ada
DIS3010,Digital Media Studio A,ada
DIS3020,Digital Media Studio B,ada
DIS3901,Interactive animation,ada
DIS3902,3D imaging studio,ada
DIS3903,Digital imaging - the moving image,ada
DIS3904,Digital imaging studio,ada
DIS3905,Digital audio video - advanced production,ada
DIS3906,Digital publication,ada
DIS4201,3D animation and virtual space,ada
DIS4604,Digital audio/video,ada
DIS5201,3D animation virtual space,ada
DIS5604,Digital audio/video,ada
DPH6005,Doctor of public health: Public health practice,med
DPSY5101,Psychopathology part 1,med
DPSY5102,Psychological assessment part 1,med
DPSY5103,Research methods in professional psychology,med
DPSY5104,Ethics and Professional Practice,med
DPSY5105,Clinical developmental psychology,med
DPSY5161,Ethics and Professional Practice in Neuropsychology,med
DPSY5162,Neuroanatomy for the clinical neuropsychologist,med
DPSY5201,Psychopathology part 2,med
DPSY5203,Theories and techniques of intervention part 1,med
DPSY5261,Neuropsychological models of cognition and behaviour part 1,med
DPSY5262,Case analysis and professional practice in neuropsychology 1,med
DPSY5263,Neuropsychological assessment,med
DPSY5265,Neuropsychological syndromes,med
DPSY5299,Introductory practicum,med
DPSY6103,Theories and techniques of intervention part 2,med
DPSY6105,Psychopharmacology,med
DPSY6107,Health psychology and behavioural medicine,med
DPSY6162,Case analysis and professional practice in neuropsychology 2,med
DPSY6199,Intermediate practicum,med
DPSY6204,Clinical neuropsychology,med
DPSY6261,Developmental neuropsychology,med
DPSY6262,Case analysis and professional practice in neuropsychology 3,med
DPSY6263,Recovery of function and rehabilitation after brain injury,med
DPSY6299,Advanced practicum,med
DPSY6399,Specialised clinical practicum,med
DPSY7131,Advanced Clinical Psychology: General,med
DPSY7141,"Advanced Clinical Psychology: Child, adolescent and family",med
DPSY7199,Advanced specialised practicum,med
DRW1201,Drawing 1A,ada
DRW1202,Drawing 2A,ada
DWG1103,Visual thinking and communication,ada
DWG1201,Drawing 1,ada
